Site,Year,Type,lat,lon,population,WeeklyIncome,WeeklyRent,Weekly pay,WeeklyLoanRatio,WeeklyRentRatio,No_of_Sales,Median_Price,Mean_Price
Northern Grampians Shire,2014,Vacant House Block,-36.9044244,142.9599661,11439,931,170,31.02564103,30.00743801,5.476470588,20,43750,55089
Northern Grampians Shire,2013,House,-36.9044244,142.9599661,11439,931,170,89.74358974,10.374,5.476470588,184,160000,168725
Northern Grampians Shire,2013,Units/Apartment,-36.9044244,142.9599661,11439,931,170,58.97435897,15.78652174,5.476470588,14,159500,166392
Northern Grampians Shire,2013,Vacant House Block,-36.9044244,142.9599661,11439,931,170,31.02564103,30.00743801,5.476470588,22,41000,47045
Northern Grampians Shire,2012,House,-36.9044244,142.9599661,11439,931,170,89.74358974,10.374,5.476470588,164,159000,176028
Northern Grampians Shire,2012,Units/Apartment,-36.9044244,142.9599661,11439,931,170,58.97435897,15.78652174,5.476470588,15,137000,169033
Northern Grampians Shire,2012,Vacant House Block,-36.9044244,142.9599661,11439,931,170,31.02564103,30.00743801,5.476470588,14,45000,45750
Northern Grampians Shire,2011,House,-36.9044244,142.9599661,11845,815,140,74.35897436,10.96034483,5.821428571,173,145000,155362
Northern Grampians Shire,2011,Units/Apartment,-36.9044244,142.9599661,11845,815,140,80,10.1875,5.821428571,11,156000,182590
Northern Grampians Shire,2011,Vacant House Block,-36.9044244,142.9599661,11845,815,140,32.30769231,25.22619047,5.821428571,19,63000,76605
Northern Grampians Shire,2010,House,-36.9044244,142.9599661,11845,815,140,74.35897436,10.96034483,5.821428571,178,150000,167744
Northern Grampians Shire,2010,Units/Apartment,-36.9044244,142.9599661,11845,815,140,80,10.1875,5.821428571,19,101000,186473
Northern Grampians Shire,2010,Vacant House Block,-36.9044244,142.9599661,11845,815,140,32.30769231,25.22619047,5.821428571,29,55000,64468
Northern Grampians Shire,2009,House,-36.9044244,142.9599661,11845,815,140,74.35897436,10.96034483,5.821428571,218,140000,156467
Northern Grampians Shire,2009,Units/Apartment,-36.9044244,142.9599661,11845,815,140,80,10.1875,5.821428571,18,150000,147583
Northern Grampians Shire,2009,Vacant House Block,-36.9044244,142.9599661,11845,815,140,32.30769231,25.22619047,5.821428571,34,40000,54073
Northern Grampians Shire,2008,House,-36.9044244,142.9599661,11845,815,140,74.35897436,10.96034483,5.821428571,210,136500,144156
Northern Grampians Shire,2008,Units/Apartment,-36.9044244,142.9599661,11845,815,140,80,10.1875,5.821428571,9,185000,216888
Northern Grampians Shire,2008,Vacant House Block,-36.9044244,142.9599661,11845,815,140,32.30769231,25.22619047,5.821428571,27,36500,46901
Northern Grampians Shire,2007,House,-36.9044244,142.9599661,11845,815,140,74.35897436,10.96034483,5.821428571,234,137500,146991
Northern Grampians Shire,2007,Units/Apartment,-36.9044244,142.9599661,11845,815,140,80,10.1875,5.821428571,16,137000,158281
Northern Grampians Shire,2007,Vacant House Block,-36.9044244,142.9599661,11845,815,140,32.30769231,25.22619047,5.821428571,33,39000,73818
Northern Grampians Shire,2006,House,-36.9044244,142.9599661,11912,702,111,103.8461538,6.760000003,6.324324324,189,135000,150043
Northern Grampians Shire,2006,Units/Apartment,-36.9044244,142.9599661,11912,702,111,136.9230769,5.126966293,6.324324324,17,178000,200117
Northern Grampians Shire,2006,Vacant House Block,-36.9044244,142.9599661,11912,702,111,26.92307692,26.07428572,6.324324324,27,35000,45783
Port Phillip City,2016,House,-37.8464983,144.9666905,100863,1842,400,794.8717949,2.317354839,4.605,665,1550000,1765411
Port Phillip City,2016,Units/Apartment,-37.8464983,144.9666905,100863,1842,400,288.2051282,6.391281139,4.605,2055,562000,678513
Port Phillip City,2016,Vacant House Block,-37.8464983,144.9666905,100863,1842,400,518.974359,3.5493083,4.605,1,1012000,1012000
Port Phillip City,2015,House,-37.8464983,144.9666905,100863,1842,400,794.8717949,2.317354839,4.605,824,1427500,1662100
Port Phillip City,2015,Units/Apartment,-37.8464983,144.9666905,100863,1842,400,288.2051282,6.391281139,4.605,2564,570000,690015
Port Phillip City,2015,Vacant House Block,-37.8464983,144.9666905,100863,1842,400,518.974359,3.5493083,4.605,0,132500,132500
Port Phillip City,2014,House,-37.8464983,144.9666905,100863,1842,400,794.8717949,2.317354839,4.605,820,1253000,1487222
Port Phillip City,2014,Units/Apartment,-37.8464983,144.9666905,100863,1842,400,288.2051282,6.391281139,4.605,2656,540000,645893
Port Phillip City,2014,Vacant House Block,-37.8464983,144.9666905,100863,1842,400,518.974359,3.5493083,4.605,0,132500,132500
Port Phillip City,2013,House,-37.8464983,144.9666905,100863,1842,400,794.8717949,2.317354839,4.605,823,1140000,1316165
Port Phillip City,2013,Units/Apartment,-37.8464983,144.9666905,100863,1842,400,288.2051282,6.391281139,4.605,2857,517500,616342
Port Phillip City,2013,Vacant House Block,-37.8464983,144.9666905,100863,1842,400,518.974359,3.5493083,4.605,0,132500,132500
Port Phillip City,2012,House,-37.8464983,144.9666905,100863,1842,400,794.8717949,2.317354839,4.605,755,1050000,1192419
Port Phillip City,2012,Units/Apartment,-37.8464983,144.9666905,100863,1842,400,288.2051282,6.391281139,4.605,2423,515000,594197
Port Phillip City,2012,Vacant House Block,-37.8464983,144.9666905,100863,1842,400,518.974359,3.5493083,4.605,0,132500,132500
Port Phillip City,2011,House,-37.8464983,144.9666905,91372,1672,365,517.9487179,3.228118812,4.580821918,739,1010000,1236492
Port Phillip City,2011,Units/Apartment,-37.8464983,144.9666905,91372,1672,365,266.2820513,6.279056331,4.580821918,2888,519250,596385
Port Phillip City,2011,Vacant House Block,-37.8464983,144.9666905,91372,1672,365,67.94871795,24.60679245,4.580821918,1,132500,132500
Port Phillip City,2010,House,-37.8464983,144.9666905,91372,1672,365,517.9487179,3.228118812,4.580821918,828,1108500,1261700
Port Phillip City,2010,Units/Apartment,-37.8464983,144.9666905,91372,1672,365,266.2820513,6.279056331,4.580821918,3629,513000,603175
Port Phillip City,2010,Vacant House Block,-37.8464983,144.9666905,91372,1672,365,67.94871795,24.60679245,4.580821918,0,295000,295000
Port Phillip City,2009,House,-37.8464983,144.9666905,91372,1672,365,517.9487179,3.228118812,4.580821918,737,927500,1092356
Port Phillip City,2009,Units/Apartment,-37.8464983,144.9666905,91372,1672,365,266.2820513,6.279056331,4.580821918,2918,455000,551612
Port Phillip City,2009,Vacant House Block,-37.8464983,144.9666905,91372,1672,365,67.94871795,24.60679245,4.580821918,0,295000,295000
Port Phillip City,2008,House,-37.8464983,144.9666905,91372,1672,365,517.9487179,3.228118812,4.580821918,687,905000,1112304
Port Phillip City,2008,Units/Apartment,-37.8464983,144.9666905,91372,1672,365,266.2820513,6.279056331,4.580821918,2560,427000,526207
Port Phillip City,2008,Vacant House Block,-37.8464983,144.9666905,91372,1672,365,67.94871795,24.60679245,4.580821918,0,295000,295000
Port Phillip City,2007,House,-37.8464983,144.9666905,91372,1672,365,517.9487179,3.228118812,4.580821918,1016,867750,1091464
Port Phillip City,2007,Units/Apartment,-37.8464983,144.9666905,91372,1672,365,266.2820513,6.279056331,4.580821918,3851,400000,512963
Port Phillip City,2007,Vacant House Block,-37.8464983,144.9666905,91372,1672,365,67.94871795,24.60679245,4.580821918,0,295000,295000
Port Phillip City,2006,House,-37.8464983,144.9666905,85096,1193,250,531.54,2.244421869,4.772,991,691002,839959
Port Phillip City,2006,Units/Apartment,-37.8464983,144.9666905,85096,1193,250,280,4.260714286,4.772,3021,364000,483947
Port Phillip City,2006,Vacant House Block,-37.8464983,144.9666905,85096,1193,250,226.9230769,5.257288136,4.772,1,295000,295000
Pyrenees Shire,2016,House,-37.3879637,143.4770359,7238,876,160,103.1282051,8.494281454,5.475,68,201100,210032
Pyrenees Shire,2016,Units/Apartment,-37.3879637,143.4770359,7238,876,160,97.43589744,8.990526315,5.475,3,190000,176666
Pyrenees Shire,2016,Vacant House Block,-37.3879637,143.4770359,7238,876,160,24.74358974,35.40310881,5.475,36,48250,57715
Pyrenees Shire,2015,House,-37.3879637,143.4770359,7238,876,160,103.1282051,8.494281454,5.475,56,182500,190197
Pyrenees Shire,2015,Units/Apartment,-37.3879637,143.4770359,7238,876,160,97.43589744,8.990526315,5.475,1,205500,205500
Pyrenees Shire,2015,Vacant House Block,-37.3879637,143.4770359,7238,876,160,24.74358974,35.40310881,5.475,19,42000,43778
Pyrenees Shire,2014,House,-37.3879637,143.4770359,7238,876,160,103.1282051,8.494281454,5.475,58,190000,196044
Pyrenees Shire,2014,Units/Apartment,-37.3879637,143.4770359,7238,876,160,97.43589744,8.990526315,5.475,0,235000,235000
Pyrenees Shire,2014,Vacant House Block,-37.3879637,143.4770359,7238,876,160,24.74358974,35.40310881,5.475,31,51100,55374
Pyrenees Shire,2013,House,-37.3879637,143.4770359,7238,876,160,103.1282051,8.494281454,5.475,72,180000,173609
Pyrenees Shire,2013,Units/Apartment,-37.3879637,143.4770359,7238,876,160,97.43589744,8.990526315,5.475,1,235000,235000
Pyrenees Shire,2013,Vacant House Block,-37.3879637,143.4770359,7238,876,160,24.74358974,35.40310881,5.475,18,46500,39973
Pyrenees Shire,2012,House,-37.3879637,143.4770359,7238,876,160,103.1282051,8.494281454,5.475,51,178500,178149
Pyrenees Shire,2012,Units/Apartment,-37.3879637,143.4770359,7238,876,160,97.43589744,8.990526315,5.475,2,226500,226500
Pyrenees Shire,2012,Vacant House Block,-37.3879637,143.4770359,7238,876,160,24.74358974,35.40310881,5.475,28,47000,41345
Pyrenees Shire,2011,House,-37.3879637,143.4770359,6669,732,130,77.43589744,9.452980132,5.630769231,66,151000,173568
Pyrenees Shire,2011,Units/Apartment,-37.3879637,143.4770359,6669,732,130,86.5,8.462427746,5.630769231,2,168675,168675
Pyrenees Shire,2011,Vacant House Block,-37.3879637,143.4770359,6669,732,130,20.51282051,35.685,5.630769231,19,40000,49076
Pyrenees Shire,2010,House,-37.3879637,143.4770359,6669,732,130,77.43589744,9.452980132,5.630769231,71,160000,161530
Pyrenees Shire,2010,Units/Apartment,-37.3879637,143.4770359,6669,732,130,86.5,8.462427746,5.630769231,1,190000,190000
Pyrenees Shire,2010,Vacant House Block,-37.3879637,143.4770359,6669,732,130,20.51282051,35.685,5.630769231,29,44000,64448
Pyrenees Shire,2009,House,-37.3879637,143.4770359,6669,732,130,77.43589744,9.452980132,5.630769231,59,144000,145466
Pyrenees Shire,2009,Units/Apartment,-37.3879637,143.4770359,6669,732,130,86.5,8.462427746,5.630769231,0,85000,85000
Pyrenees Shire,2009,Vacant House Block,-37.3879637,143.4770359,6669,732,130,20.51282051,35.685,5.630769231,22,36500,48045
Pyrenees Shire,2008,House,-37.3879637,143.4770359,6669,732,130,77.43589744,9.452980132,5.630769231,55,145000,156306
Pyrenees Shire,2008,Units/Apartment,-37.3879637,143.4770359,6669,732,130,86.5,8.462427746,5.630769231,0,85000,85000
Pyrenees Shire,2008,Vacant House Block,-37.3879637,143.4770359,6669,732,130,20.51282051,35.685,5.630769231,23,42000,50221
Pyrenees Shire,2007,House,-37.3879637,143.4770359,6669,732,130,77.43589744,9.452980132,5.630769231,59,137875,145807
Pyrenees Shire,2007,Units/Apartment,-37.3879637,143.4770359,6669,732,130,86.5,8.462427746,5.630769231,0,85000,85000
Pyrenees Shire,2007,Vacant House Block,-37.3879637,143.4770359,6669,732,130,20.51282051,35.685,5.630769231,40,33500,45371
Pyrenees Shire,2006,House,-37.3879637,143.4770359,6558,621,90,98.84615385,6.282490272,6.9,50,128500,134954
Pyrenees Shire,2006,Units/Apartment,-37.3879637,143.4770359,6558,621,90,65.38461538,9.497647059,6.9,0,85000,85000
Pyrenees Shire,2006,Vacant House Block,-37.3879637,143.4770359,6558,621,90,29.23076923,21.24473684,6.9,40,38000,70506
South Gippsland Shire,2016,House,-38.5884838,146.1142253,28703,1039,214,143.5897436,7.235892857,4.855140187,481,280000,292418
South Gippsland Shire,2016,Units/Apartment,-38.5884838,146.1142253,28703,1039,214,133.3333333,7.792500002,4.855140187,36,260000,247500
South Gippsland Shire,2016,Vacant House Block,-38.5884838,146.1142253,28703,1039,214,56.41025641,18.41863636,4.855140187,124,110000,123669
South Gippsland Shire,2015,House,-38.5884838,146.1142253,28703,1039,214,143.5897436,7.235892857,4.855140187,454,265000,285140
South Gippsland Shire,2015,Units/Apartment,-38.5884838,146.1142253,28703,1039,214,133.3333333,7.792500002,4.855140187,50,240000,236935
South Gippsland Shire,2015,Vacant House Block,-38.5884838,146.1142253,28703,1039,214,56.41025641,18.41863636,4.855140187,112,105000,109422
South Gippsland Shire,2014,House,-38.5884838,146.1142253,28703,1039,214,143.5897436,7.235892857,4.855140187,395,260000,277406
South Gippsland Shire,2014,Units/Apartment,-38.5884838,146.1142253,28703,1039,214,133.3333333,7.792500002,4.855140187,42,251250,238800
South Gippsland Shire,2014,Vacant House Block,-38.5884838,146.1142253,28703,1039,214,56.41025641,18.41863636,4.855140187,94,104250,112729
South Gippsland Shire,2013,House,-38.5884838,146.1142253,28703,1039,214,143.5897436,7.235892857,4.855140187,406,255000,275761
South Gippsland Shire,2013,Units/Apartment,-38.5884838,146.1142253,28703,1039,214,133.3333333,7.792500002,4.855140187,28,257500,257760
South Gippsland Shire,2013,Vacant House Block,-38.5884838,146.1142253,28703,1039,214,56.41025641,18.41863636,4.855140187,110,116500,131298
South Gippsland Shire,2012,House,-38.5884838,146.1142253,28703,1039,214,143.5897436,7.235892857,4.855140187,371,259000,266453
South Gippsland Shire,2012,Units/Apartment,-38.5884838,146.1142253,28703,1039,214,133.3333333,7.792500002,4.855140187,42,237500,270585
South Gippsland Shire,2012,Vacant House Block,-38.5884838,146.1142253,28703,1039,214,56.41025641,18.41863636,4.855140187,119,100000,110942
South Gippsland Shire,2011,House,-38.5884838,146.1142253,27208,920,180,133.3333333,6.900000002,5.111111111,417,260000,273009
South Gippsland Shire,2011,Units/Apartment,-38.5884838,146.1142253,27208,920,180,127.6923077,7.204819277,5.111111111,61,249000,255575
South Gippsland Shire,2011,Vacant House Block,-38.5884838,146.1142253,27208,920,180,56.15384615,16.38356164,5.111111111,180,109500,115178
South Gippsland Shire,2010,House,-38.5884838,146.1142253,27208,920,180,133.3333333,6.900000002,5.111111111,487,245000,260028
South Gippsland Shire,2010,Units/Apartment,-38.5884838,146.1142253,27208,920,180,127.6923077,7.204819277,5.111111111,59,207000,207904
South Gippsland Shire,2010,Vacant House Block,-38.5884838,146.1142253,27208,920,180,56.15384615,16.38356164,5.111111111,282,102500,109932
South Gippsland Shire,2009,House,-38.5884838,146.1142253,27208,920,180,133.3333333,6.900000002,5.111111111,505,224000,233347
South Gippsland Shire,2009,Units/Apartment,-38.5884838,146.1142253,27208,920,180,127.6923077,7.204819277,5.111111111,67,216000,215015
South Gippsland Shire,2009,Vacant House Block,-38.5884838,146.1142253,27208,920,180,56.15384615,16.38356164,5.111111111,202,92000,99656
South Gippsland Shire,2008,House,-38.5884838,146.1142253,27208,920,180,133.3333333,6.900000002,5.111111111,406,215500,224471
South Gippsland Shire,2008,Units/Apartment,-38.5884838,146.1142253,27208,920,180,127.6923077,7.204819277,5.111111111,45,220000,212188
South Gippsland Shire,2008,Vacant House Block,-38.5884838,146.1142253,27208,920,180,56.15384615,16.38356164,5.111111111,233,90000,97762
South Gippsland Shire,2007,House,-38.5884838,146.1142253,27208,920,180,133.3333333,6.900000002,5.111111111,519,205000,216598
South Gippsland Shire,2007,Units/Apartment,-38.5884838,146.1142253,27208,920,180,127.6923077,7.204819277,5.111111111,51,225000,210165
South Gippsland Shire,2007,Vacant House Block,-38.5884838,146.1142253,27208,920,180,56.15384615,16.38356164,5.111111111,225,85000,95296
South Gippsland Shire,2006,House,-38.5884838,146.1142253,25737,776,120,147.6923077,5.254166666,6.466666667,371,192000,210359
South Gippsland Shire,2006,Units/Apartment,-38.5884838,146.1142253,25737,776,120,153.8461538,5.044000002,6.466666667,43,200000,213294
South Gippsland Shire,2006,Vacant House Block,-38.5884838,146.1142253,25737,776,120,60,12.93333333,6.466666667,134,78000,84610
Southern Grampians Shire,2016,House,-37.4535972,141.852273,15944,1043,175,98.97435897,10.5380829,5.96,207,193000,217121
Southern Grampians Shire,2016,Units/Apartment,-37.4535972,141.852273,15944,1043,175,100,10.43,5.96,14,195000,193714
Southern Grampians Shire,2016,Vacant House Block,-37.4535972,141.852273,15944,1043,175,48.71794872,21.40894737,5.96,17,95000,97514
Southern Grampians Shire,2015,House,-37.4535972,141.852273,15944,1043,175,98.97435897,10.5380829,5.96,199,185000,205117
Southern Grampians Shire,2015,Units/Apartment,-37.4535972,141.852273,15944,1043,175,100,10.43,5.96,13,207000,222538
Southern Grampians Shire,2015,Vacant House Block,-37.4535972,141.852273,15944,1043,175,48.71794872,21.40894737,5.96,18,60800,65222
Southern Grampians Shire,2014,House,-37.4535972,141.852273,15944,1043,175,98.97435897,10.5380829,5.96,182,180000,200571
Southern Grampians Shire,2014,Units/Apartment,-37.4535972,141.852273,15944,1043,175,100,10.43,5.96,7,200000,190750
Southern Grampians Shire,2014,Vacant House Block,-37.4535972,141.852273,15944,1043,175,48.71794872,21.40894737,5.96,20,74500,71947
Southern Grampians Shire,2013,House,-37.4535972,141.852273,15944,1043,175,98.97435897,10.5380829,5.96,176,185000,194573
Southern Grampians Shire,2013,Units/Apartment,-37.4535972,141.852273,15944,1043,175,100,10.43,5.96,17,172000,157823
Southern Grampians Shire,2013,Vacant House Block,-37.4535972,141.852273,15944,1043,175,48.71794872,21.40894737,5.96,19,68000,66763
Southern Grampians Shire,2012,House,-37.4535972,141.852273,15944,1043,175,98.97435897,10.5380829,5.96,178,178000,192204
Southern Grampians Shire,2012,Units/Apartment,-37.4535972,141.852273,15944,1043,175,100,10.43,5.96,16,184500,187469
Southern Grampians Shire,2012,Vacant House Block,-37.4535972,141.852273,15944,1043,175,48.71794872,21.40894737,5.96,21,80000,72754
Southern Grampians Shire,2011,House,-37.4535972,141.852273,16359,908,150,102.5641026,8.852999997,6.053333333,178,200000,216001
Southern Grampians Shire,2011,Units/Apartment,-37.4535972,141.852273,16359,908,150,112.8205128,8.04818182,6.053333333,17,220000,227852
Southern Grampians Shire,2011,Vacant House Block,-37.4535972,141.852273,16359,908,150,41.66666667,21.792,6.053333333,32,81250,82639
Southern Grampians Shire,2010,House,-37.4535972,141.852273,16359,908,150,102.5641026,8.852999997,6.053333333,165,185000,205493
Southern Grampians Shire,2010,Units/Apartment,-37.4535972,141.852273,16359,908,150,112.8205128,8.04818182,6.053333333,11,224000,217363
Southern Grampians Shire,2010,Vacant House Block,-37.4535972,141.852273,16359,908,150,41.66666667,21.792,6.053333333,20,43750,58020
Southern Grampians Shire,2009,House,-37.4535972,141.852273,16359,908,150,102.5641026,8.852999997,6.053333333,211,178000,199711
Southern Grampians Shire,2009,Units/Apartment,-37.4535972,141.852273,16359,908,150,112.8205128,8.04818182,6.053333333,23,203690,224221
Southern Grampians Shire,2009,Vacant House Block,-37.4535972,141.852273,16359,908,150,41.66666667,21.792,6.053333333,32,79753,84938
Southern Grampians Shire,2008,House,-37.4535972,141.852273,16359,908,150,102.5641026,8.852999997,6.053333333,176,185000,201780
Southern Grampians Shire,2008,Units/Apartment,-37.4535972,141.852273,16359,908,150,112.8205128,8.04818182,6.053333333,27,225000,224735
Southern Grampians Shire,2008,Vacant House Block,-37.4535972,141.852273,16359,908,150,41.66666667,21.792,6.053333333,26,59000,59788
Southern Grampians Shire,2007,House,-37.4535972,141.852273,16359,908,150,102.5641026,8.852999997,6.053333333,232,178500,190024
Southern Grampians Shire,2007,Units/Apartment,-37.4535972,141.852273,16359,908,150,112.8205128,8.04818182,6.053333333,24,206000,202708
Southern Grampians Shire,2007,Vacant House Block,-37.4535972,141.852273,16359,908,150,41.66666667,21.792,6.053333333,49,64000,65202
Southern Grampians Shire,2006,House,-37.4535972,141.852273,16638,792,105,136.9230769,5.784269664,7.542857143,245,178000,202140
Southern Grampians Shire,2006,Units/Apartment,-37.4535972,141.852273,16638,792,105,186.5384615,4.245773197,7.542857143,8,242500,245987
Southern Grampians Shire,2006,Vacant House Block,-37.4535972,141.852273,16638,792,105,45,17.6,7.542857143,42,58500,56934
Stonnington City,2016,House,-37.8596,145.0328,103832,1944,400,1025.641026,1.895399999,4.86,985,2000000,2689507
Stonnington City,2016,Units/Apartment,-37.8596,145.0328,103832,1944,400,297.4358974,6.53586207,4.86,1622,580000,769517
Stonnington City,2016,Vacant House Block,-37.8596,145.0328,103832,1944,400,851.2820513,2.283614458,4.86,1,1660000,1660000
Stonnington City,2015,House,-37.8596,145.0328,103832,1944,400,1025.641026,1.895399999,4.86,1194,1850000,2453681
Stonnington City,2015,Units/Apartment,-37.8596,145.0328,103832,1944,400,297.4358974,6.53586207,4.86,2242,590000,782532
Stonnington City,2015,Vacant House Block,-37.8596,145.0328,103832,1944,400,851.2820513,2.283614458,4.86,0,362000,362000
Stonnington City,2014,House,-37.8596,145.0328,103832,1944,400,1025.641026,1.895399999,4.86,1207,1560000,2082571
Stonnington City,2014,Units/Apartment,-37.8596,145.0328,103832,1944,400,297.4358974,6.53586207,4.86,2592,575000,718297
Stonnington City,2014,Vacant House Block,-37.8596,145.0328,103832,1944,400,851.2820513,2.283614458,4.86,2,362000,362000
Stonnington City,2013,House,-37.8596,145.0328,103832,1944,400,1025.641026,1.895399999,4.86,1137,1360000,1841734
Stonnington City,2013,Units/Apartment,-37.8596,145.0328,103832,1944,400,297.4358974,6.53586207,4.86,2713,560000,683879
Stonnington City,2013,Vacant House Block,-37.8596,145.0328,103832,1944,400,851.2820513,2.283614458,4.86,1,302500,302500
Stonnington City,2012,House,-37.8596,145.0328,103832,1944,400,1025.641026,1.895399999,4.86,961,1250000,1674778
Stonnington City,2012,Units/Apartment,-37.8596,145.0328,103832,1944,400,297.4358974,6.53586207,4.86,2345,520000,641352
Stonnington City,2012,Vacant House Block,-37.8596,145.0328,103832,1944,400,851.2820513,2.283614458,4.86,1,372000,372000
Stonnington City,2011,House,-37.8596,145.0328,93145,1722,360,641.1538462,2.685782843,4.783333333,992,1250250,1685386
Stonnington City,2011,Units/Apartment,-37.8596,145.0328,93145,1722,360,265.2564103,6.491831802,4.783333333,2032,517250,651763
Stonnington City,2011,Vacant House Block,-37.8596,145.0328,93145,1722,360,116.6666667,14.76,4.783333333,0,227500,256054
Stonnington City,2010,House,-37.8596,145.0328,93145,1722,360,641.1538462,2.685782843,4.783333333,1069,1365000,1771308
Stonnington City,2010,Units/Apartment,-37.8596,145.0328,93145,1722,360,265.2564103,6.491831802,4.783333333,2761,520833,636492
Stonnington City,2010,Vacant House Block,-37.8596,145.0328,93145,1722,360,116.6666667,14.76,4.783333333,0,227500,256054
Stonnington City,2009,House,-37.8596,145.0328,93145,1722,360,641.1538462,2.685782843,4.783333333,1074,1200000,1603892
Stonnington City,2009,Units/Apartment,-37.8596,145.0328,93145,1722,360,265.2564103,6.491831802,4.783333333,2399,450000,561674
Stonnington City,2009,Vacant House Block,-37.8596,145.0328,93145,1722,360,116.6666667,14.76,4.783333333,0,227500,256054
Stonnington City,2008,House,-37.8596,145.0328,93145,1722,360,641.1538462,2.685782843,4.783333333,951,1090000,1559790
Stonnington City,2008,Units/Apartment,-37.8596,145.0328,93145,1722,360,265.2564103,6.491831802,4.783333333,1760,420000,527171
Stonnington City,2008,Vacant House Block,-37.8596,145.0328,93145,1722,360,116.6666667,14.76,4.783333333,11,227500,256054
Stonnington City,2007,House,-37.8596,145.0328,93145,1722,360,641.1538462,2.685782843,4.783333333,1330,1035500,1505079
Stonnington City,2007,Units/Apartment,-37.8596,145.0328,93145,1722,360,265.2564103,6.491831802,4.783333333,2451,422000,577864
Stonnington City,2007,Vacant House Block,-37.8596,145.0328,93145,1722,360,116.6666667,14.76,4.783333333,17,230000,286840
Stonnington City,2006,House,-37.8596,145.0328,89883,1346,245,655.7692308,2.05255132,5.493877551,1213,852500,1216185
Stonnington City,2006,Units/Apartment,-37.8596,145.0328,89883,1346,245,282.8,4.759547383,5.493877551,1964,367640,503145
Stonnington City,2006,Vacant House Block,-37.8596,145.0328,89883,1346,245,132.6923077,10.14376812,5.493877551,13,172500,187253
Strathbogie Shire,2016,House,-36.8485857,145.402868,10274,962,190,143.0769231,6.723655913,5.063157895,138,279000,313094
Strathbogie Shire,2016,Units/Apartment,-36.8485857,145.402868,10274,962,190,115.3846154,8.337333332,5.063157895,24,225000,202083
Strathbogie Shire,2016,Vacant House Block,-36.8485857,145.402868,10274,962,190,55.12820513,17.45023256,5.063157895,54,107500,107018
Strathbogie Shire,2015,House,-36.8485857,145.402868,10274,962,190,143.0769231,6.723655913,5.063157895,131,245000,292293
Strathbogie Shire,2015,Units/Apartment,-36.8485857,145.402868,10274,962,190,115.3846154,8.337333332,5.063157895,19,280000,274526
Strathbogie Shire,2015,Vacant House Block,-36.8485857,145.402868,10274,962,190,55.12820513,17.45023256,5.063157895,49,95000,96469
Strathbogie Shire,2014,House,-36.8485857,145.402868,10274,962,190,143.0769231,6.723655913,5.063157895,140,247000,260403
Strathbogie Shire,2014,Units/Apartment,-36.8485857,145.402868,10274,962,190,115.3846154,8.337333332,5.063157895,21,230000,237523
Strathbogie Shire,2014,Vacant House Block,-36.8485857,145.402868,10274,962,190,55.12820513,17.45023256,5.063157895,54,105500,100162
Strathbogie Shire,2013,House,-36.8485857,145.402868,10274,962,190,143.0769231,6.723655913,5.063157895,158,238750,258202
Strathbogie Shire,2013,Units/Apartment,-36.8485857,145.402868,10274,962,190,115.3846154,8.337333332,5.063157895,17,195000,206558
Strathbogie Shire,2013,Vacant House Block,-36.8485857,145.402868,10274,962,190,55.12820513,17.45023256,5.063157895,38,87750,92943
Strathbogie Shire,2012,House,-36.8485857,145.402868,10274,962,190,143.0769231,6.723655913,5.063157895,144,220000,229940
Strathbogie Shire,2012,Units/Apartment,-36.8485857,145.402868,10274,962,190,115.3846154,8.337333332,5.063157895,28,191500,200464
Strathbogie Shire,2012,Vacant House Block,-36.8485857,145.402868,10274,962,190,55.12820513,17.45023256,5.063157895,52,84500,99423
Strathbogie Shire,2011,House,-36.8485857,145.402868,9486,843,152,108.974359,7.735764704,5.546052632,118,212500,227008
Strathbogie Shire,2011,Units/Apartment,-36.8485857,145.402868,9486,843,152,117.9487179,7.147173916,5.546052632,11,230000,245545
Strathbogie Shire,2011,Vacant House Block,-36.8485857,145.402868,9486,843,152,46.41025641,18.1640884,5.546052632,42,90500,101033
Strathbogie Shire,2010,House,-36.8485857,145.402868,9486,843,152,108.974359,7.735764704,5.546052632,142,226000,246670
Strathbogie Shire,2010,Units/Apartment,-36.8485857,145.402868,9486,843,152,117.9487179,7.147173916,5.546052632,22,247000,233409
Strathbogie Shire,2010,Vacant House Block,-36.8485857,145.402868,9486,843,152,46.41025641,18.1640884,5.546052632,41,77000,84896
Strathbogie Shire,2009,House,-36.8485857,145.402868,9486,843,152,108.974359,7.735764704,5.546052632,155,185000,209117
Strathbogie Shire,2009,Units/Apartment,-36.8485857,145.402868,9486,843,152,117.9487179,7.147173916,5.546052632,21,190000,191428
Strathbogie Shire,2009,Vacant House Block,-36.8485857,145.402868,9486,843,152,46.41025641,18.1640884,5.546052632,45,72500,78700
Strathbogie Shire,2008,House,-36.8485857,145.402868,9486,843,152,108.974359,7.735764704,5.546052632,111,182000,210140
Strathbogie Shire,2008,Units/Apartment,-36.8485857,145.402868,9486,843,152,117.9487179,7.147173916,5.546052632,15,177500,180966
Strathbogie Shire,2008,Vacant House Block,-36.8485857,145.402868,9486,843,152,46.41025641,18.1640884,5.546052632,25,70280,72485
Strathbogie Shire,2007,House,-36.8485857,145.402868,9486,843,152,108.974359,7.735764704,5.546052632,138,185000,198837
Strathbogie Shire,2007,Units/Apartment,-36.8485857,145.402868,9486,843,152,117.9487179,7.147173916,5.546052632,22,165000,187847
